Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
28,1747,00:01:13.852,73.852,1754,00:01:14.190,74.190,8,00:00:00.338,0.338
29,1755,00:01:14.190,74.190,1774,00:01:15.036,75.036,20,00:00:00.846,0.846
30,1775,00:01:15.036,75.036,1789,00:01:15.671,75.671,15,00:00:00.634,0.634
31,1790,00:01:15.671,75.671,1805,00:01:16.348,76.348,16,00:00:00.677,0.677
32,1806,00:01:16.348,76.348,1852,00:01:18.336,78.336,47,00:00:01.988,1.988
33,1853,00:01:18.336,78.336,1862,00:01:18.759,78.759,10,00:00:00.423,0.423
34,1863,00:01:18.759,78.759,1884,00:01:19.689,79.689,22,00:00:00.931,0.931
35,1885,00:01:19.689,79.689,1896,00:01:20.197,80.197,12,00:00:00.508,0.508
36,1897,00:01:20.197,80.197,1907,00:01:20.662,80.662,11,00:00:00.465,0.465
37,1908,00:01:20.662,80.662,1912,00:01:20.874,80.874,5,00:00:00.211,0.211
38,1913,00:01:20.874,80.874,1919,00:01:21.170,81.170,7,00:00:00.296,0.296
39,1920,00:01:21.170,81.170,1927,00:01:21.508,81.508,8,00:00:00.338,0.338
40,1928,00:01:21.508,81.508,1942,00:01:22.142,82.142,15,00:00:00.634,0.634
41,1943,00:01:22.142,82.142,1951,00:01:22.523,82.523,9,00:00:00.381,0.381
42,1952,00:01:22.523,82.523,1956,00:01:22.735,82.735,5,00:00:00.211,0.211
43,1957,00:01:22.735,82.735,1980,00:01:23.750,83.750,24,00:00:01.015,1.015
44,1981,00:01:23.750,83.750,1985,00:01:23.961,83.961,5,00:00:00.211,0.211
45,1986,00:01:23.961,83.961,2033,00:01:25.992,85.992,48,00:00:02.030,2.030
46,2034,00:01:25.992,85.992,2042,00:01:26.372,86.372,9,00:00:00.381,0.381
47,2043,00:01:26.372,86.372,2047,00:01:26.584,86.584,5,00:00:00.211,0.211
48,2048,00:01:26.584,86.584,2063,00:01:27.261,87.261,16,00:00:00.677,0.677
49,2064,00:01:27.261,87.261,2082,00:01:28.064,88.064,19,00:00:00.804,0.804
50,2083,00:01:28.064,88.064,2088,00:01:28.318,88.318,6,00:00:00.254,0.254
51,2089,00:01:28.318,88.318,2094,00:01:28.572,88.572,6,00:00:00.254,0.254
52,2095,00:01:28.572,88.572,2104,00:01:28.995,88.995,10,00:00:00.423,0.423
53,2105,00:01:28.995,88.995,2126,00:01:29.925,89.925,22,00:00:00.931,0.931
54,2127,00:01:29.925,89.925,2140,00:01:30.517,90.517,14,00:00:00.592,0.592
55,2141,00:01:30.517,90.517,2198,00:01:32.971,92.971,58,00:00:02.453,2.453
56,2199,00:01:32.971,92.971,2234,00:01:34.493,94.493,36,00:00:01.523,1.523
57,2235,00:01:34.493,94.493,2291,00:01:36.904,96.904,57,00:00:02.411,2.411
58,2292,00:01:36.904,96.904,2303,00:01:37.412,97.412,12,00:00:00.508,0.508
59,2304,00:01:37.412,97.412,2331,00:01:38.596,98.596,28,00:00:01.184,1.184
60,2332,00:01:38.596,98.596,2335,00:01:38.766,98.766,4,00:00:00.169,0.169
61,2336,00:01:38.766,98.766,2347,00:01:39.273,99.273,12,00:00:00.508,0.508
62,2348,00:01:39.273,99.273,2478,00:01:44.814,104.814,131,00:00:05.541,5.541
63,2479,00:01:44.814,104.814,2506,00:01:45.998,105.998,28,00:00:01.184,1.184
64,2507,00:01:45.998,105.998,2553,00:01:47.986,107.986,47,00:00:01.988,1.988
65,2554,00:01:47.986,107.986,2591,00:01:49.594,109.594,38,00:00:01.607,1.607
66,2592,00:01:49.594,109.594,2638,00:01:51.582,111.582,47,00:00:01.988,1.988
67,2639,00:01:51.582,111.582,2662,00:01:52.597,112.597,24,00:00:01.015,1.015
68,2663,00:01:52.597,112.597,2705,00:01:54.416,114.416,43,00:00:01.819,1.819
69,2706,00:01:54.416,114.416,2711,00:01:54.670,114.670,6,00:00:00.254,0.254
70,2712,00:01:54.670,114.670,2725,00:01:55.262,115.262,14,00:00:00.592,0.592
71,2726,00:01:55.262,115.262,2750,00:01:56.319,116.319,25,00:00:01.057,1.057
72,2751,00:01:56.319,116.319,2810,00:01:58.857,118.857,60,00:00:02.538,2.538
73,2811,00:01:58.857,118.857,2837,00:01:59.999,119.999,27,00:00:01.142,1.142
74,2838,00:01:59.999,119.999,2854,00:02:00.718,120.718,17,00:00:00.719,0.719
75,2855,00:02:00.718,120.718,2877,00:02:01.691,121.691,23,00:00:00.973,0.973
76,2878,00:02:01.691,121.691,2925,00:02:03.721,123.721,48,00:00:02.030,2.030
77,2926,00:02:03.721,123.721,2931,00:02:03.975,123.975,6,00:00:00.254,0.254
78,2932,00:02:03.975,123.975,2955,00:02:04.990,124.990,24,00:00:01.015,1.015
79,2956,00:02:04.990,124.990,2963,00:02:05.329,125.329,8,00:00:00.338,0.338
80,2964,00:02:05.329,125.329,2974,00:02:05.794,125.794,11,00:00:00.465,0.465
81,2975,00:02:05.794,125.794,3021,00:02:07.782,127.782,47,00:00:01.988,1.988
82,3022,00:02:07.782,127.782,3035,00:02:08.374,128.374,14,00:00:00.592,0.592
83,3036,00:02:08.374,128.374,3039,00:02:08.543,128.543,4,00:00:00.169,0.169
84,3040,00:02:08.543,128.543,3114,00:02:11.716,131.716,75,00:00:03.172,3.172
85,3115,00:02:11.716,131.716,3129,00:02:12.350,132.350,15,00:00:00.634,0.634
86,3130,00:02:12.350,132.350,3199,00:02:15.311,135.311,70,00:00:02.961,2.961
87,3200,00:02:15.311,135.311,3213,00:02:15.903,135.903,14,00:00:00.592,0.592
88,3214,00:02:15.903,135.903,3247,00:02:17.341,137.341,34,00:00:01.438,1.438
89,3248,00:02:17.341,137.341,3253,00:02:17.595,137.595,6,00:00:00.254,0.254
90,3254,00:02:17.595,137.595,3261,00:02:17.933,137.933,8,00:00:00.338,0.338
91,3262,00:02:17.933,137.933,3269,00:02:18.272,138.272,8,00:00:00.338,0.338
92,3270,00:02:18.272,138.272,3280,00:02:18.737,138.737,11,00:00:00.465,0.465
93,3281,00:02:18.737,138.737,3290,00:02:19.160,139.160,10,00:00:00.423,0.423
94,3291,00:02:19.160,139.160,3296,00:02:19.414,139.414,6,00:00:00.254,0.254
95,3297,00:02:19.414,139.414,3300,00:02:19.583,139.583,4,00:00:00.169,0.169
96,3301,00:02:19.583,139.583,3310,00:02:20.006,140.006,10,00:00:00.423,0.423
97,3311,00:02:20.006,140.006,3327,00:02:20.725,140.725,17,00:00:00.719,0.719
98,3328,00:02:20.725,140.725,3340,00:02:21.275,141.275,13,00:00:00.550,0.550
99,3341,00:02:21.275,141.275,3405,00:02:24.024,144.024,65,00:00:02.749,2.749
100,3406,00:02:24.024,144.024,3410,00:02:24.236,144.236,5,00:00:00.211,0.211
101,3411,00:02:24.236,144.236,3415,00:02:24.447,144.447,5,00:00:00.211,0.211
102,3416,00:02:24.447,144.447,3420,00:02:24.659,144.659,5,00:00:00.211,0.211
103,3421,00:02:24.659,144.659,3502,00:02:28.127,148.127,82,00:00:03.468,3.468
104,3503,00:02:28.127,148.127,3704,00:02:36.671,156.671,202,00:00:08.544,8.544
105,3705,00:02:36.671,156.671,3772,00:02:39.548,159.548,68,00:00:02.876,2.876
106,3773,00:02:39.548,159.548,3821,00:02:41.620,161.620,49,00:00:02.073,2.073
107,3822,00:02:41.620,161.620,3868,00:02:43.608,163.608,47,00:00:01.988,1.988
108,3869,00:02:43.608,163.608,3894,00:02:44.708,164.708,26,00:00:01.100,1.100
109,3895,00:02:44.708,164.708,3954,00:02:47.246,167.246,60,00:00:02.538,2.538
110,3955,00:02:47.246,167.246,3993,00:02:48.895,168.895,39,00:00:01.650,1.650
111,3994,00:02:48.895,168.895,4015,00:02:49.826,169.826,22,00:00:00.931,0.931
112,4016,00:02:49.826,169.826,4081,00:02:52.618,172.618,66,00:00:02.792,2.792
113,4082,00:02:52.618,172.618,4211,00:02:58.116,178.116,130,00:00:05.499,5.499
114,4212,00:02:58.116,178.116,4244,00:02:59.512,179.512,33,00:00:01.396,1.396
115,4245,00:02:59.512,179.512,4326,00:03:02.981,182.981,82,00:00:03.468,3.468
116,4327,00:03:02.981,182.981,4397,00:03:05.984,185.984,71,00:00:03.003,3.003
117,4398,00:03:05.984,185.984,4431,00:03:07.422,187.422,34,00:00:01.438,1.438
118,4432,00:03:07.422,187.422,4438,00:03:07.718,187.718,7,00:00:00.296,0.296
119,4439,00:03:07.718,187.718,4459,00:03:08.606,188.606,21,00:00:00.888,0.888
120,4460,00:03:08.606,188.606,4552,00:03:12.540,192.540,93,00:00:03.934,3.934
121,4553,00:03:12.540,192.540,4602,00:03:14.655,194.655,50,00:00:02.115,2.115
122,4603,00:03:14.655,194.655,4629,00:03:15.797,195.797,27,00:00:01.142,1.142
123,4630,00:03:15.797,195.797,4706,00:03:19.054,199.054,77,00:00:03.257,3.257
124,4707,00:03:19.054,199.054,4838,00:03:24.637,204.637,132,00:00:05.583,5.583
125,4839,00:03:24.637,204.637,5005,00:03:31.701,211.701,167,00:00:07.064,7.064
126,5006,00:03:31.701,211.701,5012,00:03:31.997,211.997,7,00:00:00.296,0.296
127,5013,00:03:31.997,211.997,5032,00:03:32.843,212.843,20,00:00:00.846,0.846
128,5033,00:03:32.843,212.843,5052,00:03:33.689,213.689,20,00:00:00.846,0.846
129,5053,00:03:33.689,213.689,5080,00:03:34.873,214.873,28,00:00:01.184,1.184
130,5081,00:03:34.873,214.873,5103,00:03:35.846,215.846,23,00:00:00.973,0.973
131,5104,00:03:35.846,215.846,5137,00:03:37.284,217.284,34,00:00:01.438,1.438
132,5138,00:03:37.284,217.284,5251,00:03:42.106,222.106,114,00:00:04.822,4.822
133,5252,00:03:42.106,222.106,5363,00:03:46.843,226.843,112,00:00:04.737,4.737
134,5364,00:03:46.843,226.843,5369,00:03:47.097,227.097,6,00:00:00.254,0.254
135,5370,00:03:47.097,227.097,5376,00:03:47.393,227.393,7,00:00:00.296,0.296
136,5377,00:03:47.393,227.393,5395,00:03:48.197,228.197,19,00:00:00.804,0.804
137,5396,00:03:48.197,228.197,5506,00:03:52.892,232.892,111,00:00:04.695,4.695
138,5507,00:03:52.892,232.892,5526,00:03:53.738,233.738,20,00:00:00.846,0.846
139,5527,00:03:53.738,233.738,5682,00:04:00.337,240.337,156,00:00:06.598,6.598
140,5683,00:04:00.337,240.337,5701,00:04:01.140,241.140,19,00:00:00.804,0.804
141,5702,00:04:01.140,241.140,5705,00:04:01.309,241.309,4,00:00:00.169,0.169
142,5706,00:04:01.309,241.309,5711,00:04:01.563,241.563,6,00:00:00.254,0.254
143,5712,00:04:01.563,241.563,5722,00:04:02.028,242.028,11,00:00:00.465,0.465
144,5723,00:04:02.028,242.028,5751,00:04:03.255,243.255,29,00:00:01.227,1.227
145,5752,00:04:03.255,243.255,5775,00:04:04.270,244.270,24,00:00:01.015,1.015
146,5776,00:04:04.270,244.270,5800,00:04:05.328,245.328,25,00:00:01.057,1.057
147,5801,00:04:05.328,245.328,5932,00:04:10.911,250.911,132,00:00:05.583,5.583
148,5933,00:04:10.911,250.911,5984,00:04:13.110,253.110,52,00:00:02.199,2.199
149,5985,00:04:13.110,253.110,6026,00:04:14.887,254.887,42,00:00:01.777,1.777
150,6027,00:04:14.887,254.887,6107,00:04:18.313,258.313,81,00:00:03.426,3.426
151,6108,00:04:18.313,258.313,6161,00:04:20.597,260.597,54,00:00:02.284,2.284
152,6162,00:04:20.597,260.597,6184,00:04:21.570,261.570,23,00:00:00.973,0.973
153,6185,00:04:21.570,261.570,6196,00:04:22.078,262.078,12,00:00:00.508,0.508
154,6197,00:04:22.078,262.078,6212,00:04:22.754,262.754,16,00:00:00.677,0.677
155,6213,00:04:22.754,262.754,6222,00:04:23.177,263.177,10,00:00:00.423,0.423
156,6223,00:04:23.177,263.177,6244,00:04:24.108,264.108,22,00:00:00.931,0.931
157,6245,00:04:24.108,264.108,6258,00:04:24.700,264.700,14,00:00:00.592,0.592
158,6259,00:04:24.700,264.700,6267,00:04:25.081,265.081,9,00:00:00.381,0.381
159,6268,00:04:25.081,265.081,6321,00:04:27.365,267.365,54,00:00:02.284,2.284
160,6322,00:04:27.365,267.365,6441,00:04:32.441,272.441,120,00:00:05.076,5.076
161,6442,00:04:32.441,272.441,6467,00:04:33.540,273.540,26,00:00:01.100,1.100
162,6468,00:04:33.540,273.540,6513,00:04:35.486,275.486,46,00:00:01.946,1.946
163,6514,00:04:35.486,275.486,6560,00:04:37.474,277.474,47,00:00:01.988,1.988
164,6561,00:04:37.474,277.474,6603,00:04:39.293,279.293,43,00:00:01.819,1.819
165,6604,00:04:39.293,279.293,6724,00:04:44.411,284.411,121,00:00:05.118,5.118
166,6725,00:04:44.411,284.411,6963,00:04:54.520,294.520,239,00:00:10.109,10.109
167,6964,00:04:54.520,294.520,7008,00:04:56.423,296.423,45,00:00:01.903,1.903
168,7009,00:04:56.423,296.423,7013,00:04:56.635,296.635,5,00:00:00.211,0.211
169,7014,00:04:56.635,296.635,7029,00:04:57.312,297.312,16,00:00:00.677,0.677
170,7030,00:04:57.312,297.312,7056,00:04:58.454,298.454,27,00:00:01.142,1.142
171,7057,00:04:58.454,298.454,7078,00:04:59.384,299.384,22,00:00:00.931,0.931
172,7079,00:04:59.384,299.384,7164,00:05:03.022,303.022,86,00:00:03.638,3.638
173,7165,00:05:03.022,303.022,7194,00:05:04.291,304.291,30,00:00:01.269,1.269
174,7195,00:05:04.291,304.291,7219,00:05:05.348,305.348,25,00:00:01.057,1.057
175,7220,00:05:05.348,305.348,7225,00:05:05.602,305.602,6,00:00:00.254,0.254
176,7226,00:05:05.602,305.602,7229,00:05:05.771,305.771,4,00:00:00.169,0.169
177,7230,00:05:05.771,305.771,7253,00:05:06.786,306.786,24,00:00:01.015,1.015
178,7254,00:05:06.786,306.786,7257,00:05:06.956,306.956,4,00:00:00.169,0.169
179,7258,00:05:06.956,306.956,7290,00:05:08.351,308.351,33,00:00:01.396,1.396
180,7291,00:05:08.351,308.351,7332,00:05:10.128,310.128,42,00:00:01.777,1.777
181,7333,00:05:10.128,310.128,7380,00:05:12.158,312.158,48,00:00:02.030,2.030
182,7381,00:05:12.158,312.158,7398,00:05:12.920,312.920,18,00:00:00.761,0.761
183,7399,00:05:12.920,312.920,7423,00:05:13.977,313.977,25,00:00:01.057,1.057
184,7424,00:05:13.977,313.977,7533,00:05:18.630,318.630,110,00:00:04.653,4.653
185,7534,00:05:18.630,318.630,7540,00:05:18.926,318.926,7,00:00:00.296,0.296
186,7541,00:05:18.926,318.926,7641,00:05:23.198,323.198,101,00:00:04.272,4.272
187,7642,00:05:23.198,323.198,7653,00:05:23.706,323.706,12,00:00:00.508,0.508
188,7654,00:05:23.706,323.706,7774,00:05:28.824,328.824,121,00:00:05.118,5.118
189,7775,00:05:28.824,328.824,7798,00:05:29.839,329.839,24,00:00:01.015,1.015
190,7799,00:05:29.839,329.839,7825,00:05:30.981,330.981,27,00:00:01.142,1.142
191,7826,00:05:30.981,330.981,7934,00:05:35.591,335.591,109,00:00:04.610,4.610
192,7935,00:05:35.591,335.591,7961,00:05:36.733,336.733,27,00:00:01.142,1.142
193,7962,00:05:36.733,336.733,7965,00:05:36.903,336.903,4,00:00:00.169,0.169
194,7966,00:05:36.903,336.903,7986,00:05:37.791,337.791,21,00:00:00.888,0.888
195,7987,00:05:37.791,337.791,8015,00:05:39.017,339.017,29,00:00:01.227,1.227
196,8016,00:05:39.017,339.017,8019,00:05:39.187,339.187,4,00:00:00.169,0.169
197,8020,00:05:39.187,339.187,8101,00:05:42.655,342.655,82,00:00:03.468,3.468
198,8102,00:05:42.655,342.655,8214,00:05:47.435,347.435,113,00:00:04.780,4.780
199,8215,00:05:47.435,347.435,8262,00:05:49.465,349.465,48,00:00:02.030,2.030
200,8263,00:05:49.465,349.465,8537,00:06:01.097,361.097,275,00:00:11.632,11.632
201,8538,00:06:01.097,361.097,8542,00:06:01.308,361.308,5,00:00:00.211,0.211
202,8543,00:06:01.308,361.308,8651,00:06:05.919,365.919,109,00:00:04.610,4.610
203,8652,00:06:05.919,365.919,8665,00:06:06.511,366.511,14,00:00:00.592,0.592
204,8666,00:06:06.511,366.511,8724,00:06:09.007,369.007,59,00:00:02.496,2.496
205,8725,00:06:09.007,369.007,8745,00:06:09.895,369.895,21,00:00:00.888,0.888
206,8746,00:06:09.895,369.895,8772,00:06:11.037,371.037,27,00:00:01.142,1.142
207,8773,00:06:11.037,371.037,8798,00:06:12.137,372.137,26,00:00:01.100,1.100
208,8799,00:06:12.137,372.137,8848,00:06:14.252,374.252,50,00:00:02.115,2.115
209,8849,00:06:14.252,374.252,8854,00:06:14.505,374.505,6,00:00:00.254,0.254
210,8855,00:06:14.505,374.505,9043,00:06:22.500,382.500,189,00:00:07.994,7.994
211,9044,00:06:22.500,382.500,9072,00:06:23.726,383.726,29,00:00:01.227,1.227
212,9073,00:06:23.726,383.726,9098,00:06:24.826,384.826,26,00:00:01.100,1.100
213,9099,00:06:24.826,384.826,9226,00:06:30.240,390.240,128,00:00:05.414,5.414
214,9227,00:06:30.240,390.240,9325,00:06:34.428,394.428,99,00:00:04.187,4.187
215,9326,00:06:34.428,394.428,9347,00:06:35.358,395.358,22,00:00:00.931,0.931
216,9348,00:06:35.358,395.358,9564,00:06:44.537,404.537,217,00:00:09.179,9.179
217,9565,00:06:44.537,404.537,9569,00:06:44.748,404.748,5,00:00:00.211,0.211
218,9570,00:06:44.748,404.748,9610,00:06:46.483,406.483,41,00:00:01.734,1.734
219,9611,00:06:46.483,406.483,9646,00:06:48.005,408.005,36,00:00:01.523,1.523
220,9647,00:06:48.005,408.005,9678,00:06:49.359,409.359,32,00:00:01.354,1.354
221,9679,00:06:49.359,409.359,9708,00:06:50.628,410.628,30,00:00:01.269,1.269
222,9709,00:06:50.628,410.628,9714,00:06:50.882,410.882,6,00:00:00.254,0.254
223,9715,00:06:50.882,410.882,9722,00:06:51.220,411.220,8,00:00:00.338,0.338
224,9723,00:06:51.220,411.220,9756,00:06:52.658,412.658,34,00:00:01.438,1.438
225,9757,00:06:52.658,412.658,9851,00:06:56.676,416.676,95,00:00:04.018,4.018
226,9852,00:06:56.676,416.676,9913,00:06:59.299,419.299,62,00:00:02.622,2.622
227,9914,00:06:59.299,419.299,10049,00:07:05.051,425.051,136,00:00:05.753,5.753
228,10050,00:07:05.051,425.051,10073,00:07:06.066,426.066,24,00:00:01.015,1.015
229,10074,00:07:06.066,426.066,10189,00:07:10.973,430.973,116,00:00:04.907,4.907
230,10190,00:07:10.973,430.973,10207,00:07:11.734,431.734,18,00:00:00.761,0.761
231,10208,00:07:11.734,431.734,10211,00:07:11.904,431.904,4,00:00:00.169,0.169
232,10212,00:07:11.904,431.904,10215,00:07:12.073,432.073,4,00:00:00.169,0.169
233,10216,00:07:12.073,432.073,10257,00:07:13.849,433.849,42,00:00:01.777,1.777
234,10258,00:07:13.849,433.849,10282,00:07:14.907,434.907,25,00:00:01.057,1.057
235,10283,00:07:14.907,434.907,10323,00:07:16.641,436.641,41,00:00:01.734,1.734
236,10324,00:07:16.641,436.641,10336,00:07:17.191,437.191,13,00:00:00.550,0.550
237,10337,00:07:17.191,437.191,10345,00:07:17.571,437.571,9,00:00:00.381,0.381
238,10346,00:07:17.571,437.571,10372,00:07:18.714,438.714,27,00:00:01.142,1.142
239,10373,00:07:18.714,438.714,10394,00:07:19.644,439.644,22,00:00:00.931,0.931
240,10395,00:07:19.644,439.644,10486,00:07:23.535,443.535,92,00:00:03.891,3.891
241,10487,00:07:23.535,443.535,10626,00:07:29.457,449.457,140,00:00:05.922,5.922
242,10627,00:07:29.457,449.457,10696,00:07:32.418,452.418,70,00:00:02.961,2.961
243,10697,00:07:32.418,452.418,11016,00:07:45.953,465.953,320,00:00:13.535,13.535
244,11017,00:07:45.953,465.953,11251,00:07:55.893,475.893,235,00:00:09.940,9.940
245,11252,00:07:55.893,475.893,11410,00:08:02.619,482.619,159,00:00:06.725,6.725
246,11411,00:08:02.619,482.619,11497,00:08:06.299,486.299,87,00:00:03.680,3.680
247,11498,00:08:06.299,486.299,11659,00:08:13.151,493.151,162,00:00:06.852,6.852
248,11660,00:08:13.151,493.151,11749,00:08:16.958,496.958,90,00:00:03.807,3.807
249,11750,00:08:16.958,496.958,11791,00:08:18.734,498.734,42,00:00:01.777,1.777
250,11792,00:08:18.734,498.734,11840,00:08:20.807,500.807,49,00:00:02.073,2.073
251,11841,00:08:20.807,500.807,11876,00:08:22.330,502.330,36,00:00:01.523,1.523
252,11877,00:08:22.330,502.330,11956,00:08:25.713,505.713,80,00:00:03.384,3.384
253,11957,00:08:25.713,505.713,12009,00:08:27.955,507.955,53,00:00:02.242,2.242
254,12010,00:08:27.955,507.955,12167,00:08:34.638,514.638,158,00:00:06.683,6.683
255,12168,00:08:34.638,514.638,12450,00:08:46.608,526.608,283,00:00:11.970,11.970
256,12451,00:08:46.608,526.608,12496,00:08:48.554,528.554,46,00:00:01.946,1.946
257,12497,00:08:48.554,528.554,12612,00:08:53.461,533.461,116,00:00:04.907,4.907
258,12613,00:08:53.461,533.461,12666,00:08:55.745,535.745,54,00:00:02.284,2.284
259,12667,00:08:55.745,535.745,12730,00:08:58.452,538.452,64,00:00:02.707,2.707
260,12731,00:08:58.452,538.452,12963,00:09:08.307,548.307,233,00:00:09.855,9.855
261,12964,00:09:08.307,548.307,12999,00:09:09.830,549.830,36,00:00:01.523,1.523
262,13000,00:09:09.830,549.830,13102,00:09:14.187,554.187,103,00:00:04.357,4.357
263,13103,00:09:14.187,554.187,13106,00:09:14.356,554.356,4,00:00:00.169,0.169
264,13107,00:09:14.356,554.356,13144,00:09:15.963,555.963,38,00:00:01.607,1.607
265,13145,00:09:15.963,555.963,13171,00:09:17.105,557.105,27,00:00:01.142,1.142
266,13172,00:09:17.105,557.105,13201,00:09:18.374,558.374,30,00:00:01.269,1.269
267,13202,00:09:18.374,558.374,13205,00:09:18.543,558.543,4,00:00:00.169,0.169
268,13206,00:09:18.543,558.543,13209,00:09:18.713,558.713,4,00:00:00.169,0.169
269,13210,00:09:18.713,558.713,13218,00:09:19.093,559.093,9,00:00:00.381,0.381
270,13219,00:09:19.093,559.093,13228,00:09:19.516,559.516,10,00:00:00.423,0.423
271,13229,00:09:19.516,559.516,13236,00:09:19.855,559.855,8,00:00:00.338,0.338
272,13237,00:09:19.855,559.855,13240,00:09:20.024,560.024,4,00:00:00.169,0.169
273,13241,00:09:20.024,560.024,13250,00:09:20.447,560.447,10,00:00:00.423,0.423
274,13251,00:09:20.447,560.447,13263,00:09:20.997,560.997,13,00:00:00.550,0.550
275,13264,00:09:20.997,560.997,13267,00:09:21.166,561.166,4,00:00:00.169,0.169
276,13268,00:09:21.166,561.166,13277,00:09:21.589,561.589,10,00:00:00.423,0.423
277,13278,00:09:21.589,561.589,13282,00:09:21.800,561.800,5,00:00:00.211,0.211
278,13283,00:09:21.800,561.800,13294,00:09:22.308,562.308,12,00:00:00.508,0.508
279,13295,00:09:22.308,562.308,13310,00:09:22.985,562.985,16,00:00:00.677,0.677
280,13311,00:09:22.985,562.985,13548,00:09:33.052,573.052,238,00:00:10.067,10.067
281,13549,00:09:33.052,573.052,13599,00:09:35.209,575.209,51,00:00:02.157,2.157
282,13600,00:09:35.209,575.209,13625,00:09:36.308,576.308,26,00:00:01.100,1.100
283,13626,00:09:36.308,576.308,13643,00:09:37.070,577.070,18,00:00:00.761,0.761
284,13644,00:09:37.070,577.070,13647,00:09:37.239,577.239,4,00:00:00.169,0.169
285,13648,00:09:37.239,577.239,13658,00:09:37.704,577.704,11,00:00:00.465,0.465
286,13659,00:09:37.704,577.704,13676,00:09:38.466,578.466,18,00:00:00.761,0.761
287,13677,00:09:38.466,578.466,13690,00:09:39.058,579.058,14,00:00:00.592,0.592
288,13691,00:09:39.058,579.058,13712,00:09:39.988,579.988,22,00:00:00.931,0.931
289,13713,00:09:39.988,579.988,13762,00:09:42.103,582.103,50,00:00:02.115,2.115
290,13763,00:09:42.103,582.103,13786,00:09:43.118,583.118,24,00:00:01.015,1.015
291,13787,00:09:43.118,583.118,13810,00:09:44.134,584.134,24,00:00:01.015,1.015
292,13811,00:09:44.134,584.134,13845,00:09:45.614,585.614,35,00:00:01.480,1.480
293,13846,00:09:45.614,585.614,13893,00:09:47.644,587.644,48,00:00:02.030,2.030
294,13894,00:09:47.644,587.644,13938,00:09:49.548,589.548,45,00:00:01.903,1.903
295,13939,00:09:49.548,589.548,13964,00:09:50.647,590.647,26,00:00:01.100,1.100
296,13965,00:09:50.647,590.647,14086,00:09:55.808,595.808,122,00:00:05.160,5.160
297,14087,00:09:55.808,595.808,14117,00:09:57.119,597.119,31,00:00:01.311,1.311
298,14118,00:09:57.119,597.119,14129,00:09:57.627,597.627,12,00:00:00.508,0.508
299,14130,00:09:57.627,597.627,14145,00:09:58.303,598.303,16,00:00:00.677,0.677
300,14146,00:09:58.303,598.303,14152,00:09:58.599,598.599,7,00:00:00.296,0.296
301,14153,00:09:58.599,598.599,14165,00:09:59.149,599.149,13,00:00:00.550,0.550
