Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
27,2484,00:01:44.997,104.997,2623,00:01:50.917,110.917,140,00:00:05.920,5.920
28,2624,00:01:50.917,110.917,2649,00:01:52.016,112.016,26,00:00:01.099,1.099
29,2650,00:01:52.016,112.016,2675,00:01:53.116,113.116,26,00:00:01.099,1.099
30,2676,00:01:53.116,113.116,2769,00:01:57.091,117.091,94,00:00:03.975,3.975
31,2770,00:01:57.091,117.091,2835,00:01:59.882,119.882,66,00:00:02.791,2.791
32,2836,00:01:59.882,119.882,2999,00:02:06.817,126.817,164,00:00:06.935,6.935
33,3000,00:02:06.817,126.817,3050,00:02:08.973,128.973,51,00:00:02.157,2.157
34,3051,00:02:08.973,128.973,3197,00:02:15.189,135.189,147,00:00:06.216,6.216
35,3198,00:02:15.189,135.189,3209,00:02:15.697,135.697,12,00:00:00.507,0.507
36,3210,00:02:15.697,135.697,3217,00:02:16.035,136.035,8,00:00:00.338,0.338
37,3218,00:02:16.035,136.035,3223,00:02:16.289,136.289,6,00:00:00.254,0.254
38,3224,00:02:16.289,136.289,3241,00:02:17.050,137.050,18,00:00:00.761,0.761
39,3242,00:02:17.050,137.050,3247,00:02:17.304,137.304,6,00:00:00.254,0.254
40,3248,00:02:17.304,137.304,3253,00:02:17.557,137.557,6,00:00:00.254,0.254
41,3254,00:02:17.557,137.557,3259,00:02:17.811,137.811,6,00:00:00.254,0.254
42,3260,00:02:17.811,137.811,3265,00:02:18.065,138.065,6,00:00:00.254,0.254
43,3266,00:02:18.065,138.065,3271,00:02:18.318,138.318,6,00:00:00.254,0.254
44,3272,00:02:18.318,138.318,3283,00:02:18.826,138.826,12,00:00:00.507,0.507
45,3284,00:02:18.826,138.826,3290,00:02:19.122,139.122,7,00:00:00.296,0.296
46,3291,00:02:19.122,139.122,3297,00:02:19.418,139.418,7,00:00:00.296,0.296
47,3298,00:02:19.418,139.418,3317,00:02:20.264,140.264,20,00:00:00.846,0.846
48,3318,00:02:20.264,140.264,3333,00:02:20.940,140.940,16,00:00:00.677,0.677
49,3334,00:02:20.940,140.940,3349,00:02:21.617,141.617,16,00:00:00.677,0.677
50,3350,00:02:21.617,141.617,3379,00:02:22.885,142.885,30,00:00:01.269,1.269
51,3380,00:02:22.885,142.885,3390,00:02:23.350,143.350,11,00:00:00.465,0.465
52,3391,00:02:23.350,143.350,3396,00:02:23.604,143.604,6,00:00:00.254,0.254
53,3397,00:02:23.604,143.604,3406,00:02:24.027,144.027,10,00:00:00.423,0.423
54,3407,00:02:24.027,144.027,3418,00:02:24.534,144.534,12,00:00:00.507,0.507
55,3419,00:02:24.534,144.534,3428,00:02:24.957,144.957,10,00:00:00.423,0.423
56,3429,00:02:24.957,144.957,3440,00:02:25.465,145.465,12,00:00:00.507,0.507
57,3441,00:02:25.465,145.465,3450,00:02:25.888,145.888,10,00:00:00.423,0.423
58,3451,00:02:25.888,145.888,3456,00:02:26.141,146.141,6,00:00:00.254,0.254
59,3457,00:02:26.141,146.141,3471,00:02:26.776,146.776,15,00:00:00.634,0.634
60,3472,00:02:26.776,146.776,3486,00:02:27.410,147.410,15,00:00:00.634,0.634
61,3487,00:02:27.410,147.410,3495,00:02:27.791,147.791,9,00:00:00.381,0.381
62,3496,00:02:27.791,147.791,3515,00:02:28.636,148.636,20,00:00:00.846,0.846
63,3516,00:02:28.636,148.636,3524,00:02:29.017,149.017,9,00:00:00.381,0.381
64,3525,00:02:29.017,149.017,3532,00:02:29.355,149.355,8,00:00:00.338,0.338
65,3533,00:02:29.355,149.355,3549,00:02:30.074,150.074,17,00:00:00.719,0.719
66,3550,00:02:30.074,150.074,3559,00:02:30.497,150.497,10,00:00:00.423,0.423
67,3560,00:02:30.497,150.497,3565,00:02:30.751,150.751,6,00:00:00.254,0.254
68,3566,00:02:30.751,150.751,3586,00:02:31.639,151.639,21,00:00:00.888,0.888
69,3587,00:02:31.639,151.639,3612,00:02:32.738,152.738,26,00:00:01.099,1.099
70,3613,00:02:32.738,152.738,3618,00:02:32.992,152.992,6,00:00:00.254,0.254
71,3619,00:02:32.992,152.992,3624,00:02:33.245,153.245,6,00:00:00.254,0.254
72,3625,00:02:33.245,153.245,3630,00:02:33.499,153.499,6,00:00:00.254,0.254
73,3631,00:02:33.499,153.499,3648,00:02:34.260,154.260,18,00:00:00.761,0.761
74,3649,00:02:34.260,154.260,3670,00:02:35.191,155.191,22,00:00:00.930,0.930
75,3671,00:02:35.191,155.191,3677,00:02:35.487,155.487,7,00:00:00.296,0.296
76,3678,00:02:35.487,155.487,3683,00:02:35.740,155.740,6,00:00:00.254,0.254
77,3684,00:02:35.740,155.740,3742,00:02:38.235,158.235,59,00:00:02.495,2.495
78,3743,00:02:38.235,158.235,3754,00:02:38.743,158.743,12,00:00:00.507,0.507
79,3755,00:02:38.743,158.743,3792,00:02:40.350,160.350,38,00:00:01.607,1.607
80,3793,00:02:40.350,160.350,3818,00:02:41.449,161.449,26,00:00:01.099,1.099
81,3819,00:02:41.449,161.449,3845,00:02:42.591,162.591,27,00:00:01.142,1.142
82,3846,00:02:42.591,162.591,4021,00:02:50.033,170.033,176,00:00:07.442,7.442
83,4022,00:02:50.033,170.033,4141,00:02:55.107,175.107,120,00:00:05.074,5.074
84,4142,00:02:55.107,175.107,4149,00:02:55.446,175.446,8,00:00:00.338,0.338
85,4150,00:02:55.446,175.446,4185,00:02:56.968,176.968,36,00:00:01.522,1.522
86,4186,00:02:56.968,176.968,4213,00:02:58.152,178.152,28,00:00:01.184,1.184
87,4214,00:02:58.152,178.152,4225,00:02:58.660,178.660,12,00:00:00.507,0.507
88,4226,00:02:58.660,178.660,4374,00:03:04.960,184.960,149,00:00:06.301,6.301
89,4375,00:03:04.960,184.960,4380,00:03:05.214,185.214,6,00:00:00.254,0.254
90,4381,00:03:05.214,185.214,4402,00:03:06.144,186.144,22,00:00:00.930,0.930
91,4403,00:03:06.144,186.144,4408,00:03:06.398,186.398,6,00:00:00.254,0.254
92,4409,00:03:06.398,186.398,4426,00:03:07.159,187.159,18,00:00:00.761,0.761
93,4427,00:03:07.159,187.159,4561,00:03:12.868,192.868,135,00:00:05.709,5.709
94,4562,00:03:12.868,192.868,4728,00:03:19.929,199.929,167,00:00:07.062,7.062
95,4729,00:03:19.929,199.929,4795,00:03:22.763,202.763,67,00:00:02.833,2.833
96,4796,00:03:22.763,202.763,4905,00:03:27.414,207.414,110,00:00:04.651,4.651
97,4906,00:03:27.414,207.414,5083,00:03:34.941,214.941,178,00:00:07.527,7.527
98,5084,00:03:34.941,214.941,5131,00:03:36.971,216.971,48,00:00:02.030,2.030
99,5132,00:03:36.971,216.971,5151,00:03:37.817,217.817,20,00:00:00.846,0.846
100,5152,00:03:37.817,217.817,5165,00:03:38.409,218.409,14,00:00:00.592,0.592
101,5166,00:03:38.409,218.409,5196,00:03:39.719,219.719,31,00:00:01.311,1.311
102,5197,00:03:39.719,219.719,5359,00:03:46.612,226.612,163,00:00:06.893,6.893
103,5360,00:03:46.612,226.612,5383,00:03:47.627,227.627,24,00:00:01.015,1.015
104,5384,00:03:47.627,227.627,5466,00:03:51.137,231.137,83,00:00:03.510,3.510
105,5467,00:03:51.137,231.137,5633,00:03:58.199,238.199,167,00:00:07.062,7.062
106,5634,00:03:58.199,238.199,5641,00:03:58.537,238.537,8,00:00:00.338,0.338
107,5642,00:03:58.537,238.537,5653,00:03:59.044,239.044,12,00:00:00.507,0.507
108,5654,00:03:59.044,239.044,5724,00:04:02.047,242.047,71,00:00:03.002,3.002
109,5725,00:04:02.047,242.047,5742,00:04:02.808,242.808,18,00:00:00.761,0.761
110,5743,00:04:02.808,242.808,5778,00:04:04.330,244.330,36,00:00:01.522,1.522
111,5779,00:04:04.330,244.330,5851,00:04:07.417,247.417,73,00:00:03.087,3.087
112,5852,00:04:07.417,247.417,5965,00:04:12.238,252.238,114,00:00:04.821,4.821
113,5966,00:04:12.238,252.238,5973,00:04:12.576,252.576,8,00:00:00.338,0.338
114,5974,00:04:12.576,252.576,6005,00:04:13.929,253.929,32,00:00:01.353,1.353
115,6006,00:04:13.929,253.929,6076,00:04:16.931,256.931,71,00:00:03.002,3.002
116,6077,00:04:16.931,256.931,6183,00:04:21.456,261.456,107,00:00:04.525,4.525
117,6184,00:04:21.456,261.456,6256,00:04:24.543,264.543,73,00:00:03.087,3.087
118,6257,00:04:24.543,264.543,6268,00:04:25.050,265.050,12,00:00:00.507,0.507
119,6269,00:04:25.050,265.050,6276,00:04:25.389,265.389,8,00:00:00.338,0.338
120,6277,00:04:25.389,265.389,6344,00:04:28.264,268.264,68,00:00:02.875,2.875
121,6345,00:04:28.264,268.264,6360,00:04:28.941,268.941,16,00:00:00.677,0.677
122,6361,00:04:28.941,268.941,6402,00:04:30.717,270.717,42,00:00:01.776,1.776
123,6403,00:04:30.717,270.717,6536,00:04:36.383,276.383,134,00:00:05.666,5.666
124,6537,00:04:36.383,276.383,6622,00:04:40.020,280.020,86,00:00:03.637,3.637
125,6623,00:04:40.020,280.020,6667,00:04:41.923,281.923,45,00:00:01.903,1.903
126,6668,00:04:41.923,281.923,6697,00:04:43.191,283.191,30,00:00:01.269,1.269
127,6698,00:04:43.191,283.191,6754,00:04:45.601,285.601,57,00:00:02.410,2.410
128,6755,00:04:45.601,285.601,6893,00:04:51.479,291.479,139,00:00:05.878,5.878
129,6894,00:04:51.479,291.479,6963,00:04:54.439,294.439,70,00:00:02.960,2.960
130,6964,00:04:54.439,294.439,7110,00:05:00.655,300.655,147,00:00:06.216,6.216
131,7111,00:05:00.655,300.655,7152,00:05:02.431,302.431,42,00:00:01.776,1.776
132,7153,00:05:02.431,302.431,7255,00:05:06.787,306.787,103,00:00:04.355,4.355
133,7256,00:05:06.787,306.787,7304,00:05:08.859,308.859,49,00:00:02.072,2.072
134,7305,00:05:08.859,308.859,7331,00:05:10.001,310.001,27,00:00:01.142,1.142
135,7332,00:05:10.001,310.001,7386,00:05:12.326,312.326,55,00:00:02.326,2.326
136,7387,00:05:12.326,312.326,7419,00:05:13.722,313.722,33,00:00:01.395,1.395
137,7420,00:05:13.722,313.722,7460,00:05:15.456,315.456,41,00:00:01.734,1.734
138,7461,00:05:15.456,315.456,7514,00:05:17.739,317.739,54,00:00:02.283,2.283
139,7515,00:05:17.739,317.739,7548,00:05:19.177,319.177,34,00:00:01.438,1.438
140,7549,00:05:19.177,319.177,7796,00:05:29.664,329.664,248,00:00:10.487,10.487
141,7797,00:05:29.664,329.664,8205,00:05:46.959,346.959,409,00:00:17.295,17.295
142,8206,00:05:46.959,346.959,8343,00:05:52.794,352.794,138,00:00:05.836,5.836
143,8344,00:05:52.794,352.794,8434,00:05:56.642,356.642,91,00:00:03.848,3.848
144,8435,00:05:56.642,356.642,8934,00:06:17.786,377.786,500,00:00:21.143,21.143
145,8935,00:06:17.786,377.786,8981,00:06:19.773,379.773,47,00:00:01.987,1.987
146,8982,00:06:19.773,379.773,9017,00:06:21.295,381.295,36,00:00:01.522,1.522
147,9018,00:06:21.295,381.295,9029,00:06:21.803,381.803,12,00:00:00.507,0.507
148,9030,00:06:21.803,381.803,9163,00:06:27.469,387.469,134,00:00:05.666,5.666
149,9164,00:06:27.469,387.469,9214,00:06:29.626,389.626,51,00:00:02.157,2.157
150,9215,00:06:29.626,389.626,9326,00:06:34.362,394.362,112,00:00:04.736,4.736
151,9327,00:06:34.362,394.362,9387,00:06:36.941,396.941,61,00:00:02.579,2.579
152,9388,00:06:36.941,396.941,9449,00:06:39.563,399.563,62,00:00:02.622,2.622
153,9450,00:06:39.563,399.563,9631,00:06:47.259,407.259,182,00:00:07.696,7.696
154,9632,00:06:47.259,407.259,9667,00:06:48.781,408.781,36,00:00:01.522,1.522
155,9668,00:06:48.781,408.781,9860,00:06:56.943,416.943,193,00:00:08.161,8.161
156,9861,00:06:56.943,416.943,10024,00:07:03.878,423.878,164,00:00:06.935,6.935
157,10025,00:07:03.878,423.878,10121,00:07:07.979,427.979,97,00:00:04.102,4.102
158,10122,00:07:07.979,427.979,24323,00:17:08.529,1028.529,14202,00:10:00.550,600.550
159,24324,00:17:08.529,1028.529,24342,00:17:09.332,1029.332,19,00:00:00.803,0.803
160,24343,00:17:09.332,1029.332,24363,00:17:10.220,1030.220,21,00:00:00.888,0.888
161,24364,00:17:10.220,1030.220,24399,00:17:11.743,1031.743,36,00:00:01.522,1.522
162,24400,00:17:11.743,1031.743,24405,00:17:11.996,1031.996,6,00:00:00.254,0.254
163,24406,00:17:11.996,1031.996,24411,00:17:12.250,1032.250,6,00:00:00.254,0.254
164,24412,00:17:12.250,1032.250,24417,00:17:12.504,1032.504,6,00:00:00.254,0.254
165,24418,00:17:12.504,1032.504,24443,00:17:13.603,1033.603,26,00:00:01.099,1.099
166,24444,00:17:13.603,1033.603,24458,00:17:14.238,1034.238,15,00:00:00.634,0.634
167,24459,00:17:14.238,1034.238,24572,00:17:19.058,1039.058,114,00:00:04.821,4.821
168,24573,00:17:19.058,1039.058,24647,00:17:22.230,1042.230,75,00:00:03.171,3.171
169,24648,00:17:22.230,1042.230,24699,00:17:24.429,1044.429,52,00:00:02.199,2.199
170,24700,00:17:24.429,1044.429,24749,00:17:26.543,1046.543,50,00:00:02.114,2.114
171,24750,00:17:26.543,1046.543,24779,00:17:27.812,1047.812,30,00:00:01.269,1.269
172,24780,00:17:27.812,1047.812,24869,00:17:31.617,1051.617,90,00:00:03.806,3.806
173,24870,00:17:31.617,1051.617,24907,00:17:33.224,1053.224,38,00:00:01.607,1.607
174,24908,00:17:33.224,1053.224,24947,00:17:34.916,1054.916,40,00:00:01.691,1.691
175,24948,00:17:34.916,1054.916,25113,00:17:41.935,1061.935,166,00:00:07.020,7.020
176,25114,00:17:41.935,1061.935,25189,00:17:45.149,1065.149,76,00:00:03.214,3.214
177,25190,00:17:45.149,1065.149,25415,00:17:54.706,1074.706,226,00:00:09.557,9.557
178,25416,00:17:54.706,1074.706,25441,00:17:55.805,1075.805,26,00:00:01.099,1.099
179,25442,00:17:55.805,1075.805,25580,00:18:01.683,1081.683,139,00:00:05.878,5.878
180,25581,00:18:01.683,1081.683,25702,00:18:06.842,1086.842,122,00:00:05.159,5.159
181,25703,00:18:06.842,1086.842,25710,00:18:07.180,1087.180,8,00:00:00.338,0.338
182,25711,00:18:07.180,1087.180,25724,00:18:07.772,1087.772,14,00:00:00.592,0.592
183,25725,00:18:07.772,1087.772,25899,00:18:15.172,1095.172,175,00:00:07.400,7.400
184,25900,00:18:15.172,1095.172,25910,00:18:15.637,1095.637,11,00:00:00.465,0.465
185,25911,00:18:15.637,1095.637,25916,00:18:15.891,1095.891,6,00:00:00.254,0.254
186,25917,00:18:15.891,1095.891,25924,00:18:16.229,1096.229,8,00:00:00.338,0.338
187,25925,00:18:16.229,1096.229,25930,00:18:16.483,1096.483,6,00:00:00.254,0.254
188,25931,00:18:16.483,1096.483,26002,00:18:19.528,1099.528,72,00:00:03.045,3.045
189,26003,00:18:19.528,1099.528,26008,00:18:19.781,1099.781,6,00:00:00.254,0.254
190,26009,00:18:19.781,1099.781,26014,00:18:20.035,1100.035,6,00:00:00.254,0.254
191,26015,00:18:20.035,1100.035,26135,00:18:25.152,1105.152,121,00:00:05.117,5.117
192,26136,00:18:25.152,1105.152,26177,00:18:26.928,1106.928,42,00:00:01.776,1.776
193,26178,00:18:26.928,1106.928,26232,00:18:29.254,1109.254,55,00:00:02.326,2.326
194,26233,00:18:29.254,1109.254,26246,00:18:29.846,1109.846,14,00:00:00.592,0.592
195,26247,00:18:29.846,1109.846,26264,00:18:30.607,1110.607,18,00:00:00.761,0.761
196,26265,00:18:30.607,1110.607,26277,00:18:31.156,1111.156,13,00:00:00.550,0.550
197,26278,00:18:31.156,1111.156,26295,00:18:31.918,1111.918,18,00:00:00.761,0.761
198,26296,00:18:31.918,1111.918,26304,00:18:32.298,1112.298,9,00:00:00.381,0.381
199,26305,00:18:32.298,1112.298,26314,00:18:32.721,1112.721,10,00:00:00.423,0.423
200,26315,00:18:32.721,1112.721,26323,00:18:33.102,1113.102,9,00:00:00.381,0.381
201,26324,00:18:33.102,1113.102,26341,00:18:33.863,1113.863,18,00:00:00.761,0.761
202,26342,00:18:33.863,1113.863,26351,00:18:34.286,1114.286,10,00:00:00.423,0.423
203,26352,00:18:34.286,1114.286,26368,00:18:35.004,1115.004,17,00:00:00.719,0.719
204,26369,00:18:35.004,1115.004,26395,00:18:36.146,1116.146,27,00:00:01.142,1.142
205,26396,00:18:36.146,1116.146,26471,00:18:39.360,1119.360,76,00:00:03.214,3.214
206,26472,00:18:39.360,1119.360,26503,00:18:40.713,1120.713,32,00:00:01.353,1.353
207,26504,00:18:40.713,1120.713,26509,00:18:40.967,1120.967,6,00:00:00.254,0.254
208,26510,00:18:40.967,1120.967,26524,00:18:41.601,1121.601,15,00:00:00.634,0.634
209,26525,00:18:41.601,1121.601,26552,00:18:42.785,1122.785,28,00:00:01.184,1.184
210,26553,00:18:42.785,1122.785,26577,00:18:43.842,1123.842,25,00:00:01.057,1.057
211,26578,00:18:43.842,1123.842,26934,00:18:58.938,1138.938,357,00:00:15.096,15.096
212,26935,00:18:58.938,1138.938,26968,00:19:00.376,1140.376,34,00:00:01.438,1.438
213,26969,00:19:00.376,1140.376,27008,00:19:02.068,1142.068,40,00:00:01.691,1.691
214,27009,00:19:02.068,1142.068,27027,00:19:02.871,1142.871,19,00:00:00.803,0.803
215,27028,00:19:02.871,1142.871,27043,00:19:03.548,1143.548,16,00:00:00.677,0.677
216,27044,00:19:03.548,1143.548,27060,00:19:04.267,1144.267,17,00:00:00.719,0.719
217,27061,00:19:04.267,1144.267,27090,00:19:05.535,1145.535,30,00:00:01.269,1.269
218,27091,00:19:05.535,1145.535,27099,00:19:05.916,1145.916,9,00:00:00.381,0.381
219,27100,00:19:05.916,1145.916,27154,00:19:08.241,1148.241,55,00:00:02.326,2.326
220,27155,00:19:08.241,1148.241,27160,00:19:08.495,1148.495,6,00:00:00.254,0.254
221,27161,00:19:08.495,1148.495,27183,00:19:09.468,1149.468,23,00:00:00.973,0.973
222,27184,00:19:09.468,1149.468,27202,00:19:10.271,1150.271,19,00:00:00.803,0.803
223,27203,00:19:10.271,1150.271,27208,00:19:10.525,1150.525,6,00:00:00.254,0.254
224,27209,00:19:10.525,1150.525,32980,00:23:14.601,1394.601,5772,00:04:04.076,244.076
225,32981,00:23:14.601,1394.601,32993,00:23:15.151,1395.151,13,00:00:00.550,0.550
226,32994,00:23:15.151,1395.151,33016,00:23:16.124,1396.124,23,00:00:00.973,0.973
227,33017,00:23:16.124,1396.124,33068,00:23:18.322,1398.322,52,00:00:02.199,2.199
228,33069,00:23:18.322,1398.322,33233,00:23:25.300,1405.300,165,00:00:06.977,6.977
229,33234,00:23:25.300,1405.300,33374,00:23:31.262,1411.262,141,00:00:05.962,5.962
230,33375,00:23:31.262,1411.262,33422,00:23:33.292,1413.292,48,00:00:02.030,2.030
231,33423,00:23:33.292,1413.292,33452,00:23:34.560,1414.560,30,00:00:01.269,1.269
232,33453,00:23:34.560,1414.560,33458,00:23:34.814,1414.814,6,00:00:00.254,0.254
233,33459,00:23:34.814,1414.814,33514,00:23:37.182,1417.182,56,00:00:02.368,2.368
234,33515,00:23:37.182,1417.182,33667,00:23:43.652,1423.652,153,00:00:06.470,6.470
235,33668,00:23:43.652,1423.652,33698,00:23:44.963,1424.963,31,00:00:01.311,1.311
236,33699,00:23:44.963,1424.963,33784,00:23:48.599,1428.599,86,00:00:03.637,3.637
237,33785,00:23:48.599,1428.599,33872,00:23:52.321,1432.321,88,00:00:03.721,3.721
238,33873,00:23:52.321,1432.321,33944,00:23:55.365,1435.365,72,00:00:03.045,3.045
239,33945,00:23:55.365,1435.365,33980,00:23:56.888,1436.888,36,00:00:01.522,1.522
240,33981,00:23:56.888,1436.888,33996,00:23:57.564,1437.564,16,00:00:00.677,0.677
241,33997,00:23:57.564,1437.564,34206,00:24:06.444,1446.444,210,00:00:08.880,8.880
242,34207,00:24:06.444,1446.444,34305,00:24:10.631,1450.631,99,00:00:04.186,4.186
243,34306,00:24:10.631,1450.631,34347,00:24:12.407,1452.407,42,00:00:01.776,1.776
244,34348,00:24:12.407,1452.407,34586,00:24:22.513,1462.513,239,00:00:10.106,10.106
245,34587,00:24:22.513,1462.513,34654,00:24:25.389,1465.389,68,00:00:02.875,2.875
246,34655,00:24:25.389,1465.389,34676,00:24:26.319,1466.319,22,00:00:00.930,0.930
247,34677,00:24:26.319,1466.319,34730,00:24:28.602,1468.602,54,00:00:02.283,2.283
248,34731,00:24:28.602,1468.602,34760,00:24:29.871,1469.871,30,00:00:01.269,1.269
249,34761,00:24:29.871,1469.871,34821,00:24:32.450,1472.450,61,00:00:02.579,2.579
250,34822,00:24:32.450,1472.450,34897,00:24:35.664,1475.664,76,00:00:03.214,3.214
251,34898,00:24:35.664,1475.664,34996,00:24:39.850,1479.850,99,00:00:04.186,4.186
252,34997,00:24:39.850,1479.850,35002,00:24:40.104,1480.104,6,00:00:00.254,0.254
253,35003,00:24:40.104,1480.104,35008,00:24:40.358,1480.358,6,00:00:00.254,0.254
254,35009,00:24:40.358,1480.358,35014,00:24:40.612,1480.612,6,00:00:00.254,0.254
255,35015,00:24:40.612,1480.612,35022,00:24:40.950,1480.950,8,00:00:00.338,0.338
256,35023,00:24:40.950,1480.950,35032,00:24:41.373,1481.373,10,00:00:00.423,0.423
257,35033,00:24:41.373,1481.373,35044,00:24:41.880,1481.880,12,00:00:00.507,0.507
258,35045,00:24:41.880,1481.880,35052,00:24:42.218,1482.218,8,00:00:00.338,0.338
259,35053,00:24:42.218,1482.218,35058,00:24:42.472,1482.472,6,00:00:00.254,0.254
260,35059,00:24:42.472,1482.472,35246,00:24:50.422,1490.422,188,00:00:07.950,7.950
261,35247,00:24:50.422,1490.422,35605,00:25:05.603,1505.603,359,00:00:15.181,15.181
262,35606,00:25:05.603,1505.603,35611,00:25:05.856,1505.856,6,00:00:00.254,0.254
263,35612,00:25:05.856,1505.856,35619,00:25:06.195,1506.195,8,00:00:00.338,0.338
264,35620,00:25:06.195,1506.195,35625,00:25:06.448,1506.448,6,00:00:00.254,0.254
265,35626,00:25:06.448,1506.448,35660,00:25:07.928,1507.928,35,00:00:01.480,1.480
266,35661,00:25:07.928,1507.928,35704,00:25:09.789,1509.789,44,00:00:01.861,1.861
267,35705,00:25:09.789,1509.789,35742,00:25:11.396,1511.396,38,00:00:01.607,1.607
268,35743,00:25:11.396,1511.396,35818,00:25:14.610,1514.610,76,00:00:03.214,3.214
269,35819,00:25:14.610,1514.610,35839,00:25:15.498,1515.498,21,00:00:00.888,0.888
270,35840,00:25:15.498,1515.498,35847,00:25:15.836,1515.836,8,00:00:00.338,0.338
271,35848,00:25:15.836,1515.836,35853,00:25:16.090,1516.090,6,00:00:00.254,0.254
272,35854,00:25:16.090,1516.090,35859,00:25:16.343,1516.343,6,00:00:00.254,0.254
273,35860,00:25:16.343,1516.343,35954,00:25:20.361,1520.361,95,00:00:04.017,4.017
274,35955,00:25:20.361,1520.361,36002,00:25:22.390,1522.390,48,00:00:02.030,2.030
275,36003,00:25:22.390,1522.390,36056,00:25:24.674,1524.674,54,00:00:02.283,2.283
276,36057,00:25:24.674,1524.674,36092,00:25:26.196,1526.196,36,00:00:01.522,1.522
277,36093,00:25:26.196,1526.196,36205,00:25:30.975,1530.975,113,00:00:04.778,4.778
278,36206,00:25:30.975,1530.975,36232,00:25:32.116,1532.116,27,00:00:01.142,1.142
279,36233,00:25:32.116,1532.116,41453,00:29:12.893,1752.893,5221,00:03:40.777,220.777
280,41454,00:29:12.893,1752.893,41501,00:29:14.923,1754.923,48,00:00:02.030,2.030
281,41502,00:29:14.923,1754.923,41549,00:29:16.952,1756.952,48,00:00:02.030,2.030
282,41550,00:29:16.952,1756.952,41597,00:29:18.982,1758.982,48,00:00:02.030,2.030
283,41598,00:29:18.982,1758.982,41742,00:29:25.114,1765.114,145,00:00:06.132,6.132
284,41743,00:29:25.114,1765.114,41790,00:29:27.143,1767.143,48,00:00:02.030,2.030
285,41791,00:29:27.143,1767.143,41839,00:29:29.215,1769.215,49,00:00:02.072,2.072
286,41840,00:29:29.215,1769.215,41887,00:29:31.245,1771.245,48,00:00:02.030,2.030
287,41888,00:29:31.245,1771.245,41935,00:29:33.275,1773.275,48,00:00:02.030,2.030
288,41936,00:29:33.275,1773.275,41984,00:29:35.347,1775.347,49,00:00:02.072,2.072
289,41985,00:29:35.347,1775.347,42225,00:29:45.538,1785.538,241,00:00:10.191,10.191
290,42226,00:29:45.538,1785.538,42505,00:29:57.378,1797.378,280,00:00:11.840,11.840
291,42506,00:29:57.378,1797.378,42511,00:29:57.632,1797.632,6,00:00:00.254,0.254
292,42512,00:29:57.632,1797.632,42656,00:30:03.763,1803.763,145,00:00:06.132,6.132
293,42657,00:30:03.763,1803.763,42738,00:30:07.231,1807.231,82,00:00:03.467,3.467
294,42739,00:30:07.231,1807.231,42774,00:30:08.753,1808.753,36,00:00:01.522,1.522
295,42775,00:30:08.753,1808.753,42805,00:30:10.064,1810.064,31,00:00:01.311,1.311
