Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
27,2092,00:01:28.421,88.421,2316,00:01:37.935,97.935,225,00:00:09.514,9.514
28,2317,00:01:37.935,97.935,2354,00:01:39.542,99.542,38,00:00:01.607,1.607
29,2355,00:01:39.542,99.542,2483,00:01:44.997,104.997,129,00:00:05.455,5.455
30,2484,00:01:44.997,104.997,2563,00:01:48.380,108.380,80,00:00:03.383,3.383
31,2564,00:01:48.380,108.380,2623,00:01:50.917,110.917,60,00:00:02.537,2.537
32,2624,00:01:50.917,110.917,2649,00:01:52.016,112.016,26,00:00:01.099,1.099
33,2650,00:01:52.016,112.016,2675,00:01:53.116,113.116,26,00:00:01.099,1.099
34,2676,00:01:53.116,113.116,2769,00:01:57.091,117.091,94,00:00:03.975,3.975
35,2770,00:01:57.091,117.091,2835,00:01:59.882,119.882,66,00:00:02.791,2.791
36,2836,00:01:59.882,119.882,2999,00:02:06.817,126.817,164,00:00:06.935,6.935
37,3000,00:02:06.817,126.817,3017,00:02:07.578,127.578,18,00:00:00.761,0.761
38,3018,00:02:07.578,127.578,3050,00:02:08.973,128.973,33,00:00:01.395,1.395
39,3051,00:02:08.973,128.973,3197,00:02:15.189,135.189,147,00:00:06.216,6.216
40,3198,00:02:15.189,135.189,3225,00:02:16.373,136.373,28,00:00:01.184,1.184
41,3226,00:02:16.373,136.373,3241,00:02:17.050,137.050,16,00:00:00.677,0.677
42,3242,00:02:17.050,137.050,3298,00:02:19.460,139.460,57,00:00:02.410,2.410
43,3299,00:02:19.460,139.460,3317,00:02:20.264,140.264,19,00:00:00.803,0.803
44,3318,00:02:20.264,140.264,3333,00:02:20.940,140.940,16,00:00:00.677,0.677
45,3334,00:02:20.940,140.940,3341,00:02:21.278,141.278,8,00:00:00.338,0.338
46,3342,00:02:21.278,141.278,3349,00:02:21.617,141.617,8,00:00:00.338,0.338
47,3350,00:02:21.617,141.617,3378,00:02:22.843,142.843,29,00:00:01.226,1.226
48,3379,00:02:22.843,142.843,3399,00:02:23.731,143.731,21,00:00:00.888,0.888
49,3400,00:02:23.731,143.731,3406,00:02:24.027,144.027,7,00:00:00.296,0.296
50,3407,00:02:24.027,144.027,3418,00:02:24.534,144.534,12,00:00:00.507,0.507
51,3419,00:02:24.534,144.534,3428,00:02:24.957,144.957,10,00:00:00.423,0.423
52,3429,00:02:24.957,144.957,3440,00:02:25.465,145.465,12,00:00:00.507,0.507
53,3441,00:02:25.465,145.465,3449,00:02:25.845,145.845,9,00:00:00.381,0.381
54,3450,00:02:25.845,145.845,3464,00:02:26.480,146.480,15,00:00:00.634,0.634
55,3465,00:02:26.480,146.480,3471,00:02:26.776,146.776,7,00:00:00.296,0.296
56,3472,00:02:26.776,146.776,3481,00:02:27.199,147.199,10,00:00:00.423,0.423
57,3482,00:02:27.199,147.199,3538,00:02:29.609,149.609,57,00:00:02.410,2.410
58,3539,00:02:29.609,149.609,3577,00:02:31.258,151.258,39,00:00:01.649,1.649
59,3578,00:02:31.258,151.258,3586,00:02:31.639,151.639,9,00:00:00.381,0.381
60,3587,00:02:31.639,151.639,3634,00:02:33.668,153.668,48,00:00:02.030,2.030
61,3635,00:02:33.668,153.668,3683,00:02:35.740,155.740,49,00:00:02.072,2.072
62,3684,00:02:35.740,155.740,3742,00:02:38.235,158.235,59,00:00:02.495,2.495
63,3743,00:02:38.235,158.235,3754,00:02:38.743,158.743,12,00:00:00.507,0.507
64,3755,00:02:38.743,158.743,3792,00:02:40.350,160.350,38,00:00:01.607,1.607
65,3793,00:02:40.350,160.350,3818,00:02:41.449,161.449,26,00:00:01.099,1.099
66,3819,00:02:41.449,161.449,3845,00:02:42.591,162.591,27,00:00:01.142,1.142
67,3846,00:02:42.591,162.591,4021,00:02:50.033,170.033,176,00:00:07.442,7.442
68,4022,00:02:50.033,170.033,4141,00:02:55.107,175.107,120,00:00:05.074,5.074
69,4142,00:02:55.107,175.107,4149,00:02:55.446,175.446,8,00:00:00.338,0.338
70,4150,00:02:55.446,175.446,4185,00:02:56.968,176.968,36,00:00:01.522,1.522
71,4186,00:02:56.968,176.968,4213,00:02:58.152,178.152,28,00:00:01.184,1.184
72,4214,00:02:58.152,178.152,4373,00:03:04.918,184.918,160,00:00:06.766,6.766
73,4374,00:03:04.918,184.918,4381,00:03:05.256,185.256,8,00:00:00.338,0.338
74,4382,00:03:05.256,185.256,4402,00:03:06.144,186.144,21,00:00:00.888,0.888
75,4403,00:03:06.144,186.144,4410,00:03:06.482,186.482,8,00:00:00.338,0.338
76,4411,00:03:06.482,186.482,4426,00:03:07.159,187.159,16,00:00:00.677,0.677
77,4427,00:03:07.159,187.159,4561,00:03:12.868,192.868,135,00:00:05.709,5.709
78,4562,00:03:12.868,192.868,4728,00:03:19.929,199.929,167,00:00:07.062,7.062
79,4729,00:03:19.929,199.929,4793,00:03:22.678,202.678,65,00:00:02.749,2.749
80,4794,00:03:22.678,202.678,4905,00:03:27.414,207.414,112,00:00:04.736,4.736
81,4906,00:03:27.414,207.414,5083,00:03:34.941,214.941,178,00:00:07.527,7.527
82,5084,00:03:34.941,214.941,5196,00:03:39.719,219.719,113,00:00:04.778,4.778
83,5197,00:03:39.719,219.719,5359,00:03:46.612,226.612,163,00:00:06.893,6.893
84,5360,00:03:46.612,226.612,5383,00:03:47.627,227.627,24,00:00:01.015,1.015
85,5384,00:03:47.627,227.627,5466,00:03:51.137,231.137,83,00:00:03.510,3.510
86,5467,00:03:51.137,231.137,5633,00:03:58.199,238.199,167,00:00:07.062,7.062
87,5634,00:03:58.199,238.199,5653,00:03:59.044,239.044,20,00:00:00.846,0.846
88,5654,00:03:59.044,239.044,5724,00:04:02.047,242.047,71,00:00:03.002,3.002
89,5725,00:04:02.047,242.047,5742,00:04:02.808,242.808,18,00:00:00.761,0.761
90,5743,00:04:02.808,242.808,5778,00:04:04.330,244.330,36,00:00:01.522,1.522
91,5779,00:04:04.330,244.330,5851,00:04:07.417,247.417,73,00:00:03.087,3.087
92,5852,00:04:07.417,247.417,5965,00:04:12.238,252.238,114,00:00:04.821,4.821
93,5966,00:04:12.238,252.238,6005,00:04:13.929,253.929,40,00:00:01.691,1.691
94,6006,00:04:13.929,253.929,6076,00:04:16.931,256.931,71,00:00:03.002,3.002
95,6077,00:04:16.931,256.931,6183,00:04:21.456,261.456,107,00:00:04.525,4.525
96,6184,00:04:21.456,261.456,6256,00:04:24.543,264.543,73,00:00:03.087,3.087
97,6257,00:04:24.543,264.543,6270,00:04:25.135,265.135,14,00:00:00.592,0.592
98,6271,00:04:25.135,265.135,6276,00:04:25.389,265.389,6,00:00:00.254,0.254
99,6277,00:04:25.389,265.389,6342,00:04:28.180,268.180,66,00:00:02.791,2.791
100,6343,00:04:28.180,268.180,6360,00:04:28.941,268.941,18,00:00:00.761,0.761
101,6361,00:04:28.941,268.941,6402,00:04:30.717,270.717,42,00:00:01.776,1.776
102,6403,00:04:30.717,270.717,6536,00:04:36.383,276.383,134,00:00:05.666,5.666
103,6537,00:04:36.383,276.383,6622,00:04:40.020,280.020,86,00:00:03.637,3.637
104,6623,00:04:40.020,280.020,6667,00:04:41.923,281.923,45,00:00:01.903,1.903
105,6668,00:04:41.923,281.923,6697,00:04:43.191,283.191,30,00:00:01.269,1.269
106,6698,00:04:43.191,283.191,6754,00:04:45.601,285.601,57,00:00:02.410,2.410
107,6755,00:04:45.601,285.601,6893,00:04:51.479,291.479,139,00:00:05.878,5.878
108,6894,00:04:51.479,291.479,6917,00:04:52.494,292.494,24,00:00:01.015,1.015
109,6918,00:04:52.494,292.494,6963,00:04:54.439,294.439,46,00:00:01.945,1.945
110,6964,00:04:54.439,294.439,7110,00:05:00.655,300.655,147,00:00:06.216,6.216
111,7111,00:05:00.655,300.655,7152,00:05:02.431,302.431,42,00:00:01.776,1.776
112,7153,00:05:02.431,302.431,7255,00:05:06.787,306.787,103,00:00:04.355,4.355
113,7256,00:05:06.787,306.787,7280,00:05:07.844,307.844,25,00:00:01.057,1.057
114,7281,00:05:07.844,307.844,7304,00:05:08.859,308.859,24,00:00:01.015,1.015
115,7305,00:05:08.859,308.859,7331,00:05:10.001,310.001,27,00:00:01.142,1.142
116,7332,00:05:10.001,310.001,7386,00:05:12.326,312.326,55,00:00:02.326,2.326
117,7387,00:05:12.326,312.326,7419,00:05:13.722,313.722,33,00:00:01.395,1.395
118,7420,00:05:13.722,313.722,7460,00:05:15.456,315.456,41,00:00:01.734,1.734
119,7461,00:05:15.456,315.456,7514,00:05:17.739,317.739,54,00:00:02.283,2.283
120,7515,00:05:17.739,317.739,7548,00:05:19.177,319.177,34,00:00:01.438,1.438
121,7549,00:05:19.177,319.177,7796,00:05:29.664,329.664,248,00:00:10.487,10.487
122,7797,00:05:29.664,329.664,7922,00:05:34.992,334.992,126,00:00:05.328,5.328
123,7923,00:05:34.992,334.992,7930,00:05:35.330,335.330,8,00:00:00.338,0.338
124,7931,00:05:35.330,335.330,8202,00:05:46.832,346.832,272,00:00:11.502,11.502
125,8203,00:05:46.832,346.832,8214,00:05:47.339,347.339,12,00:00:00.507,0.507
126,8215,00:05:47.339,347.339,8343,00:05:52.794,352.794,129,00:00:05.455,5.455
127,8344,00:05:52.794,352.794,8434,00:05:56.642,356.642,91,00:00:03.848,3.848
128,8435,00:05:56.642,356.642,8734,00:06:09.328,369.328,300,00:00:12.686,12.686
129,8735,00:06:09.328,369.328,8934,00:06:17.786,377.786,200,00:00:08.457,8.457
130,8935,00:06:17.786,377.786,8981,00:06:19.773,379.773,47,00:00:01.987,1.987
131,8982,00:06:19.773,379.773,9017,00:06:21.295,381.295,36,00:00:01.522,1.522
132,9018,00:06:21.295,381.295,9163,00:06:27.469,387.469,146,00:00:06.174,6.174
133,9164,00:06:27.469,387.469,9214,00:06:29.626,389.626,51,00:00:02.157,2.157
134,9215,00:06:29.626,389.626,9326,00:06:34.362,394.362,112,00:00:04.736,4.736
135,9327,00:06:34.362,394.362,9387,00:06:36.941,396.941,61,00:00:02.579,2.579
136,9388,00:06:36.941,396.941,9449,00:06:39.563,399.563,62,00:00:02.622,2.622
137,9450,00:06:39.563,399.563,9631,00:06:47.259,407.259,182,00:00:07.696,7.696
138,9632,00:06:47.259,407.259,9667,00:06:48.781,408.781,36,00:00:01.522,1.522
139,9668,00:06:48.781,408.781,9860,00:06:56.943,416.943,193,00:00:08.161,8.161
140,9861,00:06:56.943,416.943,10024,00:07:03.878,423.878,164,00:00:06.935,6.935
141,10025,00:07:03.878,423.878,10121,00:07:07.979,427.979,97,00:00:04.102,4.102
142,10122,00:07:07.979,427.979,10191,00:07:10.939,430.939,70,00:00:02.960,2.960
143,10192,00:07:10.939,430.939,24323,00:17:08.529,1028.529,14132,00:09:57.590,597.590
144,24324,00:17:08.529,1028.529,24342,00:17:09.332,1029.332,19,00:00:00.803,0.803
145,24343,00:17:09.332,1029.332,24397,00:17:11.658,1031.658,55,00:00:02.326,2.326
146,24398,00:17:11.658,1031.658,24420,00:17:12.631,1032.631,23,00:00:00.973,0.973
147,24421,00:17:12.631,1032.631,24441,00:17:13.519,1033.519,21,00:00:00.888,0.888
148,24442,00:17:13.519,1033.519,24460,00:17:14.322,1034.322,19,00:00:00.803,0.803
149,24461,00:17:14.322,1034.322,24572,00:17:19.058,1039.058,112,00:00:04.736,4.736
150,24573,00:17:19.058,1039.058,24648,00:17:22.272,1042.272,76,00:00:03.214,3.214
151,24649,00:17:22.272,1042.272,24699,00:17:24.429,1044.429,51,00:00:02.157,2.157
152,24700,00:17:24.429,1044.429,24749,00:17:26.543,1046.543,50,00:00:02.114,2.114
153,24750,00:17:26.543,1046.543,24779,00:17:27.812,1047.812,30,00:00:01.269,1.269
154,24780,00:17:27.812,1047.812,24868,00:17:31.575,1051.575,89,00:00:03.763,3.763
155,24869,00:17:31.575,1051.575,24907,00:17:33.224,1053.224,39,00:00:01.649,1.649
156,24908,00:17:33.224,1053.224,24947,00:17:34.916,1054.916,40,00:00:01.691,1.691
157,24948,00:17:34.916,1054.916,25189,00:17:45.149,1065.149,242,00:00:10.233,10.233
158,25190,00:17:45.149,1065.149,25415,00:17:54.706,1074.706,226,00:00:09.557,9.557
159,25416,00:17:54.706,1074.706,25441,00:17:55.805,1075.805,26,00:00:01.099,1.099
160,25442,00:17:55.805,1075.805,25580,00:18:01.683,1081.683,139,00:00:05.878,5.878
161,25581,00:18:01.683,1081.683,25702,00:18:06.842,1086.842,122,00:00:05.159,5.159
162,25703,00:18:06.842,1086.842,25899,00:18:15.172,1095.172,197,00:00:08.330,8.330
163,25900,00:18:15.172,1095.172,25906,00:18:15.468,1095.468,7,00:00:00.296,0.296
164,25907,00:18:15.468,1095.468,25930,00:18:16.483,1096.483,24,00:00:01.015,1.015
165,25931,00:18:16.483,1096.483,26014,00:18:20.035,1100.035,84,00:00:03.552,3.552
166,26015,00:18:20.035,1100.035,26135,00:18:25.152,1105.152,121,00:00:05.117,5.117
167,26136,00:18:25.152,1105.152,26177,00:18:26.928,1106.928,42,00:00:01.776,1.776
168,26178,00:18:26.928,1106.928,26226,00:18:29.000,1109.000,49,00:00:02.072,2.072
169,26227,00:18:29.000,1109.000,26277,00:18:31.156,1111.156,51,00:00:02.157,2.157
170,26278,00:18:31.156,1111.156,26285,00:18:31.495,1111.495,8,00:00:00.338,0.338
171,26286,00:18:31.495,1111.495,26331,00:18:33.440,1113.440,46,00:00:01.945,1.945
172,26332,00:18:33.440,1113.440,26341,00:18:33.863,1113.863,10,00:00:00.423,0.423
173,26342,00:18:33.863,1113.863,26353,00:18:34.370,1114.370,12,00:00:00.507,0.507
174,26354,00:18:34.370,1114.370,26368,00:18:35.004,1115.004,15,00:00:00.634,0.634
175,26369,00:18:35.004,1115.004,26403,00:18:36.484,1116.484,35,00:00:01.480,1.480
176,26404,00:18:36.484,1116.484,26524,00:18:41.601,1121.601,121,00:00:05.117,5.117
177,26525,00:18:41.601,1121.601,26552,00:18:42.785,1122.785,28,00:00:01.184,1.184
178,26553,00:18:42.785,1122.785,26577,00:18:43.842,1123.842,25,00:00:01.057,1.057
179,26578,00:18:43.842,1123.842,26934,00:18:58.938,1138.938,357,00:00:15.096,15.096
180,26935,00:18:58.938,1138.938,26968,00:19:00.376,1140.376,34,00:00:01.438,1.438
181,26969,00:19:00.376,1140.376,26980,00:19:00.884,1140.884,12,00:00:00.507,0.507
182,26981,00:19:00.884,1140.884,26999,00:19:01.687,1141.687,19,00:00:00.803,0.803
183,27000,00:19:01.687,1141.687,27008,00:19:02.068,1142.068,9,00:00:00.381,0.381
184,27009,00:19:02.068,1142.068,27014,00:19:02.321,1142.321,6,00:00:00.254,0.254
185,27015,00:19:02.321,1142.321,27027,00:19:02.871,1142.871,13,00:00:00.550,0.550
186,27028,00:19:02.871,1142.871,27043,00:19:03.548,1143.548,16,00:00:00.677,0.677
187,27044,00:19:03.548,1143.548,27154,00:19:08.241,1148.241,111,00:00:04.694,4.694
188,27155,00:19:08.241,1148.241,27167,00:19:08.791,1148.791,13,00:00:00.550,0.550
189,27168,00:19:08.791,1148.791,27183,00:19:09.468,1149.468,16,00:00:00.677,0.677
190,27184,00:19:09.468,1149.468,32980,00:23:14.601,1394.601,5797,00:04:05.134,245.134
191,32981,00:23:14.601,1394.601,32993,00:23:15.151,1395.151,13,00:00:00.550,0.550
192,32994,00:23:15.151,1395.151,33016,00:23:16.124,1396.124,23,00:00:00.973,0.973
193,33017,00:23:16.124,1396.124,33233,00:23:25.300,1405.300,217,00:00:09.176,9.176
194,33234,00:23:25.300,1405.300,33374,00:23:31.262,1411.262,141,00:00:05.962,5.962
195,33375,00:23:31.262,1411.262,33451,00:23:34.518,1414.518,77,00:00:03.256,3.256
196,33452,00:23:34.518,1414.518,33458,00:23:34.814,1414.814,7,00:00:00.296,0.296
197,33459,00:23:34.814,1414.814,33514,00:23:37.182,1417.182,56,00:00:02.368,2.368
198,33515,00:23:37.182,1417.182,33667,00:23:43.652,1423.652,153,00:00:06.470,6.470
199,33668,00:23:43.652,1423.652,33698,00:23:44.963,1424.963,31,00:00:01.311,1.311
200,33699,00:23:44.963,1424.963,33784,00:23:48.599,1428.599,86,00:00:03.637,3.637
201,33785,00:23:48.599,1428.599,33872,00:23:52.321,1432.321,88,00:00:03.721,3.721
202,33873,00:23:52.321,1432.321,33996,00:23:57.564,1437.564,124,00:00:05.243,5.243
203,33997,00:23:57.564,1437.564,34206,00:24:06.444,1446.444,210,00:00:08.880,8.880
204,34207,00:24:06.444,1446.444,34311,00:24:10.884,1450.884,105,00:00:04.440,4.440
205,34312,00:24:10.884,1450.884,34347,00:24:12.407,1452.407,36,00:00:01.522,1.522
206,34348,00:24:12.407,1452.407,34586,00:24:22.513,1462.513,239,00:00:10.106,10.106
207,34587,00:24:22.513,1462.513,34730,00:24:28.602,1468.602,144,00:00:06.089,6.089
208,34731,00:24:28.602,1468.602,34760,00:24:29.871,1469.871,30,00:00:01.269,1.269
209,34761,00:24:29.871,1469.871,34898,00:24:35.706,1475.706,138,00:00:05.836,5.836
210,34899,00:24:35.706,1475.706,34970,00:24:38.751,1478.751,72,00:00:03.045,3.045
211,34971,00:24:38.751,1478.751,34996,00:24:39.850,1479.850,26,00:00:01.099,1.099
212,34997,00:24:39.850,1479.850,35058,00:24:42.472,1482.472,62,00:00:02.622,2.622
213,35059,00:24:42.472,1482.472,35605,00:25:05.603,1505.603,547,00:00:23.131,23.131
214,35606,00:25:05.603,1505.603,35630,00:25:06.660,1506.660,25,00:00:01.057,1.057
215,35631,00:25:06.660,1506.660,35660,00:25:07.928,1507.928,30,00:00:01.269,1.269
216,35661,00:25:07.928,1507.928,35742,00:25:11.396,1511.396,82,00:00:03.467,3.467
217,35743,00:25:11.396,1511.396,35818,00:25:14.610,1514.610,76,00:00:03.214,3.214
218,35819,00:25:14.610,1514.610,35860,00:25:16.386,1516.386,42,00:00:01.776,1.776
219,35861,00:25:16.386,1516.386,36004,00:25:22.475,1522.475,144,00:00:06.089,6.089
220,36005,00:25:22.475,1522.475,36056,00:25:24.674,1524.674,52,00:00:02.199,2.199
221,36057,00:25:24.674,1524.674,36092,00:25:26.196,1526.196,36,00:00:01.522,1.522
222,36093,00:25:26.196,1526.196,36205,00:25:30.975,1530.975,113,00:00:04.778,4.778
223,36206,00:25:30.975,1530.975,36231,00:25:32.074,1532.074,26,00:00:01.099,1.099
224,36232,00:25:32.074,1532.074,36238,00:25:32.370,1532.370,7,00:00:00.296,0.296
225,36239,00:25:32.370,1532.370,41453,00:29:12.893,1752.893,5215,00:03:40.523,220.523
226,41454,00:29:12.893,1752.893,42225,00:29:45.538,1785.538,772,00:00:32.645,32.645
227,42226,00:29:45.538,1785.538,42501,00:29:57.209,1797.209,276,00:00:11.671,11.671
228,42502,00:29:57.209,1797.209,42519,00:29:57.970,1797.970,18,00:00:00.761,0.761
229,42520,00:29:57.970,1797.970,42656,00:30:03.763,1803.763,137,00:00:05.793,5.793
230,42657,00:30:03.763,1803.763,42691,00:30:05.243,1805.243,35,00:00:01.480,1.480
231,42692,00:30:05.243,1805.243,42707,00:30:05.920,1805.920,16,00:00:00.677,0.677
232,42708,00:30:05.920,1805.920,42738,00:30:07.231,1807.231,31,00:00:01.311,1.311
233,42739,00:30:07.231,1807.231,42774,00:30:08.753,1808.753,36,00:00:01.522,1.522
234,42775,00:30:08.753,1808.753,42805,00:30:10.064,1810.064,31,00:00:01.311,1.311
235,42806,00:30:10.064,1810.064,42926,00:30:15.181,1815.181,121,00:00:05.117,5.117
236,42927,00:30:15.181,1815.181,43038,00:30:19.917,1819.917,112,00:00:04.736,4.736
237,43039,00:30:19.917,1819.917,43114,00:30:23.130,1823.130,76,00:00:03.214,3.214
238,43115,00:30:23.130,1823.130,43218,00:30:27.528,1827.528,104,00:00:04.398,4.398
239,43219,00:30:27.528,1827.528,43275,00:30:29.938,1829.938,57,00:00:02.410,2.410
240,43276,00:30:29.938,1829.938,43520,00:30:40.299,1840.299,245,00:00:10.360,10.360
241,43521,00:30:40.299,1840.299,43650,00:30:45.796,1845.796,130,00:00:05.497,5.497
242,43651,00:30:45.796,1845.796,43722,00:30:48.840,1848.840,72,00:00:03.045,3.045
243,43723,00:30:48.840,1848.840,43734,00:30:49.348,1849.348,12,00:00:00.507,0.507
244,43735,00:30:49.348,1849.348,43959,00:30:58.862,1858.862,225,00:00:09.514,9.514
245,43960,00:30:58.862,1858.862,43997,00:31:00.469,1860.469,38,00:00:01.607,1.607
246,43998,00:31:00.469,1860.469,44126,00:31:05.924,1865.924,129,00:00:05.455,5.455
247,44127,00:31:05.924,1865.924,44206,00:31:09.307,1869.307,80,00:00:03.383,3.383
248,44207,00:31:09.307,1869.307,44266,00:31:11.844,1871.844,60,00:00:02.537,2.537
249,44267,00:31:11.844,1871.844,44292,00:31:12.944,1872.944,26,00:00:01.099,1.099
250,44293,00:31:12.944,1872.944,44318,00:31:14.043,1874.043,26,00:00:01.099,1.099
251,44319,00:31:14.043,1874.043,44412,00:31:18.018,1878.018,94,00:00:03.975,3.975
252,44413,00:31:18.018,1878.018,44478,00:31:20.809,1880.809,66,00:00:02.791,2.791
253,44479,00:31:20.809,1880.809,44642,00:31:27.744,1887.744,164,00:00:06.935,6.935
254,44643,00:31:27.744,1887.744,44660,00:31:28.505,1888.505,18,00:00:00.761,0.761
255,44661,00:31:28.505,1888.505,44693,00:31:29.900,1889.900,33,00:00:01.395,1.395
256,44694,00:31:29.900,1889.900,44840,00:31:36.116,1896.116,147,00:00:06.216,6.216
257,44841,00:31:36.116,1896.116,45000,00:31:42.882,1902.882,160,00:00:06.766,6.766
258,45001,00:31:42.882,1902.882,45008,00:31:43.221,1903.221,8,00:00:00.338,0.338
259,45009,00:31:43.221,1903.221,45029,00:31:44.109,1904.109,21,00:00:00.888,0.888
260,45030,00:31:44.109,1904.109,45037,00:31:44.447,1904.447,8,00:00:00.338,0.338
261,45038,00:31:44.447,1904.447,45053,00:31:45.123,1905.123,16,00:00:00.677,0.677
262,45054,00:31:45.123,1905.123,45188,00:31:50.832,1910.832,135,00:00:05.709,5.709
263,45189,00:31:50.832,1910.832,45355,00:31:57.894,1917.894,167,00:00:07.062,7.062
264,45356,00:31:57.894,1917.894,45420,00:32:00.643,1920.643,65,00:00:02.749,2.749
265,45421,00:32:00.643,1920.643,45532,00:32:05.379,1925.379,112,00:00:04.736,4.736
266,45533,00:32:05.379,1925.379,45710,00:32:12.906,1932.906,178,00:00:07.527,7.527
267,45711,00:32:12.906,1932.906,45823,00:32:17.684,1937.684,113,00:00:04.778,4.778
268,45824,00:32:17.684,1937.684,45986,00:32:24.577,1944.577,163,00:00:06.893,6.893
269,45987,00:32:24.577,1944.577,46010,00:32:25.591,1945.591,24,00:00:01.015,1.015
270,46011,00:32:25.591,1945.591,46093,00:32:29.101,1949.101,83,00:00:03.510,3.510
271,46094,00:32:29.101,1949.101,46260,00:32:36.163,1956.163,167,00:00:07.062,7.062
272,46261,00:32:36.163,1956.163,46280,00:32:37.009,1957.009,20,00:00:00.846,0.846
273,46281,00:32:37.009,1957.009,46351,00:32:40.011,1960.011,71,00:00:03.002,3.002
274,46352,00:32:40.011,1960.011,46369,00:32:40.772,1960.772,18,00:00:00.761,0.761
275,46370,00:32:40.772,1960.772,46405,00:32:42.294,1962.294,36,00:00:01.522,1.522
276,46406,00:32:42.294,1962.294,46478,00:32:45.381,1965.381,73,00:00:03.087,3.087
277,46479,00:32:45.381,1965.381,46592,00:32:50.202,1970.202,114,00:00:04.821,4.821
278,46593,00:32:50.202,1970.202,46632,00:32:51.893,1971.893,40,00:00:01.691,1.691
279,46633,00:32:51.893,1971.893,46703,00:32:54.896,1974.896,71,00:00:03.002,3.002
280,46704,00:32:54.896,1974.896,46810,00:32:59.420,1979.420,107,00:00:04.525,4.525
281,46811,00:32:59.420,1979.420,46883,00:33:02.507,1982.507,73,00:00:03.087,3.087
282,46884,00:33:02.507,1982.507,46897,00:33:03.099,1983.099,14,00:00:00.592,0.592
283,46898,00:33:03.099,1983.099,46903,00:33:03.353,1983.353,6,00:00:00.254,0.254
284,46904,00:33:03.353,1983.353,46969,00:33:06.144,1986.144,66,00:00:02.791,2.791
285,46970,00:33:06.144,1986.144,46987,00:33:06.905,1986.905,18,00:00:00.761,0.761
286,46988,00:33:06.905,1986.905,47029,00:33:08.681,1988.681,42,00:00:01.776,1.776
287,47030,00:33:08.681,1988.681,47163,00:33:14.347,1994.347,134,00:00:05.666,5.666
288,47164,00:33:14.347,1994.347,47249,00:33:17.984,1997.984,86,00:00:03.637,3.637
289,47250,00:33:17.984,1997.984,47294,00:33:19.887,1999.887,45,00:00:01.903,1.903
290,47295,00:33:19.887,1999.887,47324,00:33:21.156,2001.156,30,00:00:01.269,1.269
291,47325,00:33:21.156,2001.156,47381,00:33:23.566,2003.566,57,00:00:02.410,2.410
292,47382,00:33:23.566,2003.566,60168,00:42:24.280,2544.280,12787,00:09:00.715,540.715
293,60169,00:42:24.280,2544.280,60187,00:42:25.084,2545.084,19,00:00:00.803,0.803
294,60188,00:42:25.084,2545.084,60242,00:42:27.410,2547.410,55,00:00:02.326,2.326
295,60243,00:42:27.410,2547.410,60265,00:42:28.382,2548.382,23,00:00:00.973,0.973
